at,Year_Month_Date,content,score,compound
2025-09-25 10:31:49,2025-09-25,Still mad as ever you're boss fights get me still stuck cause i will never get the free dan heng character in Heroic saga of flame-chase it's too and difficult to beat because now I'll never achieve the new dan heng character version and your event summons are as rigged as ever and I'm also offended that you don't know my real birthday and i sometimes wish i had something better than stellar jades i wish for characters i don't have acheron and jingliu that's all,1,-0.5722
2025-11-06 11:31:52,2025-11-06,Extremely disappointed in the direction this game is taking. The powercreep is insanely fast and it's near impossible to keep up with meta without spending money.,1,-0.5256
2025-11-06 04:57:39,2025-11-06,It used to be good but now its just extremely underhanded and predatory. The only people who still play are people who are older players because it feels like we've been trapped into it,1,0.4019
2025-10-22 08:13:52,2025-10-22,"I'm a Day 1 player, just gonna leave a 1 star review because the balancing team of HSR is actually smoking something, because you cannot fumble your most awaited character Cyrene like this bro, she becomes useful at E2 which is 800 away, like come on. The next beta is next patch and the character is stuck at v4 for its entire life. My boy Phainon did not go 33 million cycles for this.",1,0.6494
2025-11-14 11:12:38,2025-11-14,"it kills me to say this but the same is no longer a fun game. Too much boring text, broken gameplay, and broken Gacha. Too bad I'll miss my husbands.",1,-0.9552
2025-10-31 12:50:26,2025-10-31,"Recent updates have slowly getting the redemption it needed. However, I can't login today due to an error.",3,-0.4019
2025-11-30 14:02:52,2025-11-30,"The game is amazing, with good storylines but one thing is that giving new characters with rerun characters is hard when you're new to the game playing for 2-3 months with not enough stellar jades to pull for both characters and end up having to pull one and can't pull another due to not enough stellar jades which can be your favorite characters as well and soft pity is fine but sometimes it takes a lot pulling for one character and end up having no one jades to pull another",5,0.8834
2025-08-13 20:15:49,2025-08-13,"I have played this game since launch. It was great! Promising story, engaging gameplay, the characters looked beautiful, everything was fun... Then a year comes, and everything turns bad. Powercreep. INTENSE Powercreep. Can't play MoC or any endgame without ABSOLUTELY pulling the newest unit. Story as good as a lullaby. No effort in the presentation or models. This game is now an expy of HI3. The developers don't listen to any damn criticism unless their pocket money plummets to negatives.",1,0.812
2025-08-22 07:15:41,2025-08-22,"Do yourself a favor and dont play this game. I've been playing it since its release, and I truly liked it, story and all. But it has gone to the trash the way they have been treating the player base with the constant powercreep and obligatory new character content. F2P doesn't exist anymore. Not to mention the customer support isn't even worth it because they will say anything to justify themselves and never help you in any way. The game has fallen way too low",1,-0.3927
2025-08-19 15:33:07,2025-08-19,"Hi there Devs. I was hoping you could fix the ongoing issue some players have been experiencing including me. I have already missed 2 days of my free jades from the Supply Pass subscription all because I'm stuck on the Pompom loading screen. I've already tried reinstalling the game and done some other troubleshooting steps, but none seem to work. Thinking about quitting in a few days if this does not get fixed.",1,0.3182
2025-10-19 11:18:20,2025-10-19,"can't get myself to enjoy the story, every cn gacha dev should learn what a good dialogue and a good pacing is and please have some creativity especially on character design, learn to create something original",1,0.946
2025-07-18 14:19:27,2025-07-18,"Don't even bother to having a favorite character in this game. it's so repetitive and lots of old characters still cannot catch up in late game, barely any that's. - This game used to be good but now it's just pure pain, unplayable, and pretty much betray you like how all other gacha game. - I used to love Clara so much because of her story and the pain she endured, but oh well sad backstory doesn't justify anything if your character will eventually be abandoned, replaced...",1,-0.7344
2025-09-07 18:14:12,2025-09-07,"3.5 update is a bugfest. Random jitters, autoplay not working sometimes then most importantly being unable to go to the desired mission location. Restarting the game fixes the issue but when you need to do it multiple times while in the midst of a story, it's just frustrating. Devs have gotten incredibly lazy especially after the 3.0 patch. I have a snapdragon 7gen3, so it's not really about my device not being able to meet requirements",1,-0.7346
2025-07-23 13:10:18,2025-07-23,"I can't give this a good review anymore it broke me after years of supporting this game. The quality of the story is getting worse over time, to the point where it's all black screens for cutscenes(with white word text). They don't even animate the characters interactions anymore. I'm trying to not sound bad about this, but the developers just don't care anymore. I hope for the best for everyone that made this game but it sad to see this happen.",1,-0.4192
2025-10-31 06:22:37,2025-10-31,"Man what happened? The devs on this game used to be one of the best. Now they barely listen to player feedback, when they do it takes ages to enforve. THE GAME IS NOT F2P FRIENDLY. STEER CLEAR!",1,0.6863
2025-09-28 21:26:06,2025-09-28,"same as usual, just recycled material for the end game content only tailored for whales, with negligible, useless rewards. utter waste of time",1,-0.3612
2025-08-25 06:31:17,2025-08-25,"The game won't load. Already tried force stopping, clear cache, run the in-app file verification and even reinstalling. As soon as PomPom appears the game just stays like that, with PomPom walking endlessly. It was fine yesterday and now it won't load anymore rending it unplayable on a Moto G55. Edit: some quick patch apparently have fixed the problem since it's running on the given mobile model previously mentioned",4,0.3818
2025-10-31 03:15:44,2025-10-31,one of the most greedy games nowadays. Imagine releasing a character who you have to basically pull three times to get them to work everywhere that definitely couldn't be hsr,1,0.0276
2025-11-05 10:03:15,2025-11-05,"Powercreep is ridiculous, game is made for whales, story got a lot better and I'm still playing it. It is a great gacha game.",4,0.743
2025-08-15 21:19:03,2025-08-15,"A different reason to give 1 star now. The game is absolutely UNPLAYABLE for me. For whatever reason, whenever I'm in the new Exomyth area during the quest, I cannot progress my story. Why? Because it never even loads my quest at all! I've tried contacting customer service. Nothing happened. I'm still stuck with this bug. And I am absolutely dissatisfied with the current state of this game as of this moment.",1,-0.7592
2025-10-01 07:21:35,2025-10-01,latest patches have been really unfriendly towards older characters and team archetypes. Hp inflation and powercreep has been ramping up. Lack of combat focused side events lately.,1,-0.5984
2025-08-18 20:41:32,2025-08-18,"I haven't been able to progress on the story because I keep getting stuck on the Exomyth part, especially when The Herta appears, her dialogue is just gone and won't even continue even if you skip the quest or have it on auto. It has been a few days since this happened, please fix it.",1,0.4767
2025-09-05 07:25:31,2025-09-05,"I used to be really invested and fond of this game, but lately it just feels less like genuine gameplay and more like a heavily elaborate marketing ploy. The direction of the gameplay doesnt feel like its based on what fans actually want to enjoy, but rather what gets adjusted to drive SPENDING and engagement. Instead of feeling rewarded for playing, I feel like Im just reacting to whatever tweaks or banners the devs put out, rather than truly enjoying the game for itself.",1,0.9897
2025-08-13 07:53:02,2025-08-13,The game was doing fine until the 1.1 update. Now it has even more glitches and would even crash when I log in to the game. Edit: nevermind it's gotten better now after 2.0 Edit: it's gone back to crashing after I log into the game in 3.4. The loading screen pops up and then it hits me with a black screen before force closing the app by itself. Edit: Forget everything the game is better now in 3.5.,5,0.4588
2025-10-16 21:58:25,2025-10-16,Changing to 1 star for the difficulty spike in MoC and PF as well as the upcoming bloated enemy HP you'll be adding next update. Also for adding Sunday into the main cast. Edit: the new Anomaly arbitration game mode you released sucks.,1,-0.743
2025-08-30 12:23:13,2025-08-30,I love this game. I've been playing it for a long time and The story and the artwork is awesome. But it has one huge flaw: im stuck and cant progress or go any further. It's so frustrating. I will not longer play it if I cant progress. Not getting enough to get past where I am. Not enough to do on the side.,1,-0.8254
2025-10-08 03:53:49,2025-10-08,"5 star game I love the characters even though it's a gacha game but the low score is for the Google's Pixel 10 line it's unplayable, way to pick an inferior GPU option Google.",1,-0.5574
2025-07-25 13:46:36,2025-07-25,"It's so frustrating to play with old characters nowadays. Literally your favourite characters are getting outdated and the GAME itself not just telling but COMPELLING you to ditch your favs and play game's meta. The game is so meta focused that you skip 2 updates just for break, and you'll find yourself in lowest. The game each updates shifts so meta perspective that it's not funny. The game was good. But worse than Genshin in terms of meta shift and playing favourites.",1,0.7086
2025-10-12 22:22:34,2025-10-12,Lost my account... completely lost and I dont have any proofs for recovery. It was binded but game progress is there... I only uninstalled the game for a few months,1,0.3079
2025-08-19 01:07:11,2025-08-19,The endgame contents are only able to pass if you pull the latest chars and have a good build of them when the relics are so hard to get the good ones. Amphoreus is peak but the powercreep? Nah. It takes a lot of fun out of it. I'm saying whatever I want to because the devs never listen anyway.,1,0.7761
2025-07-23 10:17:43,2025-07-23,"Every new character is much stronger than the old ones, so you feel forced to pull if you want to keep up. It takes me around 160 pulls just to get the character, and another 150 pulls for the light cone. Thats crazy. The pity is way too high, and losing the 5050 makes it worse. It just feels stressful and pay-to-win. Not friendly for F2P players anymore.",1,-0.9392
2025-09-26 05:46:22,2025-09-26,"Made it through the tutorial, and was informed that I had INSUFFICIENT SPACE to download AN UPDATE. AWESOME graphics, PHENOMENAL music, TYPICAL gameplay, too bad only MILLIONAIRES are intended to PLAY, apparently! I removed it from my phone, and it shall NEVER grace my handheld device with its B.S. again. Too bad, honestly. As, I was wanting to like it.",1,0.6626
2025-11-06 00:46:09,2025-11-06,haven't won a 5050 in the last 10 banners and had to go to pity each time. im done. The developers response of telling me I can read the rules for the warp doesnt change the fact that your rates suck and ive been shafted to the point of not giving you money. You can read about that in your diminishing returns revenue statement.,1,-0.8456
2025-08-02 15:09:25,2025-08-02,The story is getting a lot better. Good pacing with nice animations to boot. Character power levels are balanced with each character after 3.0 being around similar strength. Maybe this is a sign for the better? Or Is this just getting players' trust before dropping the biggest difficulty spike in a brand new endgame?,4,0.9429
2025-12-06 22:32:06,2025-12-06,there is now an audio glitch that is literally too loud to even allow me to play the game. im uninstalling and not playing again. thank you for making me waste my time.,1,-0.2964
2025-11-07 19:32:27,2025-11-07,5050 is a complete lie its more like 7525 on banners iv noticed you lose more 5050 than actually winning forever having to go 180 pulls rates are terrible gameplay is now focused on whales not enough jades for a patch to even get characters never mind light cone paid to win game now,1,0.7778
2025-08-17 19:41:35,2025-08-17,"wthh hoyo!!! while im playing hsr on my phone and while in the batte the screen became black and the music stay, when i restart the game and tried loading its stuck! i waited hour and nothing happened,it is stuck on the pompom driving screen, but when i change acc the game load smoothly,and mind you i can play again,fix this hoyo this why theres alot of player quiting on your game because of one of this issue that you couldn't fix!!!",1,0.5673
2025-08-05 11:22:00,2025-08-05,"It was fun until it turned to unfun. Day 1 user here and I logged in everyday and got really far into the game. But now its all over, the story was fun, and now its just as boring. The story is so convoluted with characters rambling nothing but word vomit that nothing makes sense. Dialog shouldn't put me to sleep or leave me confused just because the characters cant simplify their sentences without using exotic wording. Then there is the super aggressive power creep, its bad.",1,-0.0315
2025-11-24 03:56:24,2025-11-24,"Guess luck was not on my side. Literally 4 pulls away from guaranteed featured 5 star after losing 5050 WITH 90 PULLS and now I'm at 86 pulls AGAIN with literally 3hrs left before the banner is gone. Never in my life had I ever been this UNLUCKY. I don't want to blame my luck on this one. I've grinded for 5 months and this is what I got? yeah, the pull rating sucked and grinding is super slow. Another mihoyo game out of the picture, I guess.",1,0.6921
2025-11-29 09:22:11,2025-11-29,"Please fix Facebook login, I can't login into the game. UPDATE: It's Facebook problem not in HSR back to 5 star",5,-0.1027
2025-11-21 21:03:43,2025-11-21,"Did someone hurt you guys or something or you overly like RNG? Why make currency war a grind and still implement such harsh RNG. Every freaking time, your RNG is just insulting me, I use 60 coins in the last stage to see 1 goddamn 5 coin character and is not even the 1 I am targeting. Sometime I can't get the final pce of 1coin character to 3 star the 1 COIN character and what do you know I have to make space for higher coin character, I sold them and then the last pce come out in next refresh",1,-0.9501
2025-11-18 00:45:47,2025-11-18,"Black Screen, yapping fest, no skip button for side quest,HP infliction, irrelevant unusable old character,whale only end game content (powercreep),",1,-0.296
2025-07-17 21:34:07,2025-07-17,"The main character in this game is incredibly boring, flat, and underpowered. The design, abilities, and overall presence feel completely lifeless compared to every other character in the game. I expected some kind of evolution, some payoff where the main character would become powerful or visually impressive by the endbut that never happened. Instead, I was left playing as someone who feels like an afterthought in their own story. Deeply disappointing.",1,0.6501
2025-08-13 09:49:26,2025-08-13,"I think it says a lot when the e2 (2nd dupe) of the most powerful character of the game performs WORSE than a single copy of a free collab character, released 1y later. I love the story to bits but everything else about the game (farming, character building, gameplay, powercreep, longevity) is absolutely terrible. You are better off watching story VODs on youtube honestly. ...where did it all go so wrong?",1,0.0396
2025-10-01 02:33:14,2025-10-01,"Stopped playing after Penacony concluded. The new ""greek"" planet isn't interesting at all, and the same goes for the story. The powercreep is INSANE, and every older character is now weak - even characters that were S tier 6 months ago are now B tier. They're powercrept before you get to fully gear them because the artifact grind is so tedious just bad (why!?). The new Reverence class is just a destruction class with a pet. And the new weekly dungeon is worse than the older one. Dead game.",1,-0.9746
2025-07-20 08:04:43,2025-07-20,It started out as a fun and awesome game but now ever since Amphoreus released it went downhill fast with character kit choices and the fact that their have only been 5 stars released since release that are too OP to the point where they are needed for an account which isn't f2p friendly and I literally couldn't beat a boss in amphoreus with my own characters that I had where I needed to get The Herta to actually beat it on the regular mode in the story not the casual mode. I hope it gets better,3,0.7947
2025-11-09 05:53:22,2025-11-09,"Trash gacha system, extreme hp inflation, annoying events like snack dash, no new 4 star character released for a year and somehow always ends up fighting hoolay again",1,-0.5994
2025-07-14 23:08:03,2025-07-14,"Worst execution of a game I've ever seen. Allegedly, the story is good but it's presented so boring and takes hours to get through to progress your account. You will spend months farming gear and still have garbage stats. Biggest waste of time ever. You're not allowed to pull characters you like for fun. If you don't pull perfectly for end game, you will not be able to clear content. I failed to pull Tribbie so now the game won't let me win ever again unless I spend money to get her. Utter trash",1,-0.8223
2025-08-09 22:42:17,2025-08-09,"after a few updates, the game keeps getting worse, meta still broken, why would you cater the meta to the new characters and then overshadow them with future new characters, where's the balancing? this is a sick way to force people to use money to grab the meta in order to defeat most of the content, you wasted a great game for the greed over money, such a disappointing outcome for a game, I played this since launch and look where it's at, a boring, cash grab game",1,-0.9468
2025-11-20 06:53:52,2025-11-20,"As much as I wanna say I hate this game for its power creep and stuff, I have to say I really really LOVE this game for its deep story. Just finished the Amphoreus story and it made cry. The world building is on a whole another level. the stories are rich with emotions that make you love these characters and then makes you cheer for them, cry with them, love them. Damn it, why is this so good and bittersweet. So in the end, I implore play this game for its story and characters which is its",4,0.9411
2025-07-20 01:07:14,2025-07-20,"used to be great. has a lack of any real content to do and now they are adding a global passive attached to a limited character, additionally they have started a ""spending event"". this game has really given up and has gone all in on milking it till its dead now. not good. 5050 system is real bad and really digs in the desire to spend your time doing better things",1,-0.4416
2025-07-29 18:24:11,2025-07-29,"Started strong but nowadays it has been power creep one after another. Fate collab was terribly disappointing with low budget black screen white text scene descriptors. Terribly lazy animation (more accurately, lack there of) for a game by such a big studio is just bad in 2025. Will review rating if things change, but this stays for now.",1,-0.9809
2025-10-16 18:36:33,2025-10-16,"I can't believe that Dev. choose to use specific buffs (newest pull character) on end-game content, i do know that how they sell that character. After they abusing HP Inflation now they Abuse Buff onto specific character, also releasing only 5 Limited character in entire 3.0 until 3.6 version is diabolical (no 4 character since patch 2.5). i do believe they'll keep abusing these method in future.",1,-0.9022
2025-11-06 20:52:03,2025-11-06,"Please consider making the small Cyrene playable. I, along with many others, am not interested in the new character you created. Also, without spoiling anything, the fact that you turned the joke about her into something real in the story is honestly pretty wild",1,0.857
2025-11-05 20:18:19,2025-11-05,"Greedy new patch, spending near 300 for a weapon skin, and buying 300 (3 copies) worth a character to fix her kit is beyond vile.",1,-0.7717
2025-10-09 20:56:07,2025-10-09,"HP Inflation, devs not listening, super fast powercreep, enemy damage inflation, no new 4 star for 1 year, Amphoreus story is so loooooong. Low quality and low effort story tellingpresentation. Terrible Relicplanar RNG.",1,-0.956
2025-10-26 07:40:47,2025-10-26,"300 for a minimum fan service skin. No thank you, don't need that. the next QoL is pretty good. but this skin thing need the highlighted. don't give me the lost on the saber banner next time okay :v",1,0.5023
2025-10-31 04:57:54,2025-10-31,I really admire this game but the customer service is lacking and I have tried troubleshooting it and I still can't login to the game with this error code 10011,1,-0.2361
2025-10-31 16:16:30,2025-10-31,"Finally i Feel to give 4 stars for current Content, Quality and Generous Gacha Model and Good Quality of life Improvements Reward limited Characters to Make Game more Playable is Good Improvement.",4,0.9451
2025-11-08 20:51:42,2025-11-08,snack dash is the absolute worst event. hoyo is really great at coming up with stupid things like this thinking that everyone wants competitive multiplayer,1,0.024
2025-10-02 20:35:20,2025-10-02,"Ugh, I hate this, which is almost 40gb. This app is good, but the resources are big, nah, you should decrease the Gb",1,-0.4404
2025-11-07 00:44:46,2025-11-07,"JUST WHAT WAS THAT 3.7 STORY QUEST? Firstly, y'all attach us to the characters and then ""kill"" them off?? Bring all the chrysos heirs back!! I hate this game!! It's not worth it if you're not ready to cry",1,-0.767
2025-11-07 16:09:04,2025-11-07,"2 years later and my review still stands. Rigged gacha, bad combat system, non-existent elemental reaction, bad 4 star rooster. inflexible party build and horrendous powercreep",1,-0.9186
2025-10-25 13:00:02,2025-10-25,I have waited for cyrene to be the best character coming in the next patch but u guys did her kit dirty she is not even good for anything except you have to have her signature light cone and e2 that's the worst character for the f2p. I am dropping this game now I better should invest my time on better game!!,1,-0.5984
2025-11-05 16:40:01,2025-11-05,I love the style of the characters But if the game have Co op mode it would be more fun and also there should be more events so that we can't get bored,1,0.8661
2025-11-07 16:43:00,2025-11-07,"upd. powercreep is getting insane... upd.1 star. the ending was bad because Cyrene appeared out of nowhere, dissapointing ending. i have been playing since launch but now i dont feel like touching it again... shaoji's fault, fire him lol",1,-0.7554
2025-10-25 10:50:32,2025-10-25,Nice game to kill some time rather then grinding open world. But not really f2p friendly.,1,-0.6909
2025-10-27 19:46:23,2025-10-27,"powercreep hits hard, not recommended for new players. It will be a waste of time in the end of the day",1,-0.5848
2025-10-25 04:05:13,2025-10-25,"I love this game. but my god how the devs are doing cyrene is horrible. using at least an e5 cyrene in the livestream, muting your own testers when they give valid complaints. A 250 dollars weapon skin. fix cyrene hoyoverse.",1,-0.7814
2025-09-25 06:44:25,2025-09-25,After 3.6 installment the game continues crashing on my cellphone (Huawei Nova 11 Pro). Fix the problem asap.,1,-0.4019
2025-10-14 19:56:31,2025-10-14,Spent all 2400 trailblaze power and only got 2 useful artifacts. I'm quitting. I'm done. luck base? nah this is pure bad luck.,1,0.6124
2025-08-14 07:00:04,2025-08-14,"I mind the hp inflation, i mind the bad quality of life, i also mind the worst end game content in a game I've ever played, but even the story mode is going crazy and bugged the dialogues freezing some scenes not even loading, please fix your game this update just proves my point more on why im starting to quit the game..",1,-0.8498
2025-08-05 15:00:58,2025-08-05,"I'm a day 1 player and was instantly hooked with Belobog's story. There were also new maps and fun events. Unfortunately that wouldn't last. It started in Penacony with their story being too long and boring, the problem worsened with Amphoreous. The biggest offender was the Fate collab. Never have i felt so bored that i'd sleep on a collab with 2 big IPs! There's also a lack of 4 characters, the latest being Moze. The end game being a damage check that you can only clear with the recent 5",1,-0.9251
2025-08-15 12:25:26,2025-08-15,Was a good game until I'd constantly miss getting new characters and became borderline impossible to really build your characters in order to do the challenge fights for Stellar Jades and of course RNG-luck is rarely on my side ( there's been a few instances where I've gotten a new character on the first pull ). What really upsets me is that they changed the trailblazer's voice ( i play the male one ). I absolutely hate the new voice and will not play until they change it back.,1,-0.4742
2025-08-21 19:39:10,2025-08-21,"the game play is phenomenal and fun. unfortunately its overshadowed by its ABSURD AND ABYSMAL gacha system. 90 summons for a 5 star pity, 180 for new unit guranteed hard pity, and 100 dollars for 50 multis? are you kidding me? and the stellar jades acquisition rate is horrendous. If you think you will be able to play this game free to play. you better be grinding 247",3,0.755
2025-07-05 00:15:38,2025-07-05,"Changing this review as the current 3.4 update is actually satisfactory. The addition to the skip button actually made the game much more enjoyable as I am able to skip the unnecessary dialogues while being engaged with the story. Powercreep is much better now and not absolutely ridiculous. Giving it 3 is bc of rng on relics is still awful and inefficient, lack of 4 characters and lack of events for players to engage in after the story. Will again update this review if it goes up or down",3,0.7334
2025-09-09 08:16:19,2025-09-09,"After returning to the game and discovering the ability to delete previous mission data to save space, I've been able to enjoy it again. However this is still a large game (27gb even after deleting previous data) and should be considered before downloading",3,0.8271
2025-07-04 17:22:04,2025-07-04,"this game became boring and u don't get early characters it's like scamming in limited banner as well as standard banner also , because u are only getting two 5star characters in your 180 pulls and also 1 your choosing and other by losing 50-50 becomes like mandatory from this game and for f2p player it becomes so much hard in terms clearly hard domains as they only providing buffs as per the current characters and previous patchws character are like only powerful for 1year and are of no use.",1,0.6179
2025-08-26 17:16:04,2025-08-26,"Used to be fun, but since from 2.5 onwards it just a mess and as of 3.5 everything is powercrept to tip. Also from 3.x you can really see that the dev have their favourites, one chara gets one general support in whole year while the other one gets 8, we all know who those characters are. So if you are a new players just enjoy the story and come back after 1 year. RN they are in the phase where they create the problems and then sell the solutions. Wuwa and Zzz looking quite fine cmpred to HSR.",1,0.7743
2025-11-06 07:40:34,2025-11-06,"Belobog arc 5 great from beginning to end. Lofu arc 3 story unfinished but ok so far. Penacony arc 2 good start, bad middle, good end, horrible epilogue full of singing brain rot monkeys. Amphoreus arc 1 mediocre start, long painful middle repeating the same story over and over. ending good. epilogue dumb. additionally this arc had endless problems throughout all its patches. Regardless of reason whether it be greed or politics they gave an awful experience and continues to do so.",1,-0.9325
2025-07-06 13:50:06,2025-07-06,"The recent story just keeps going and going and going and going and going. ENOUGH! I don't know which trash dev thought that sitting through a game for some 2hrs is a good idea. It's not making me smile. Have mercy and basic common sense, people need a break. Is it so hard to implement a save point or break out of the story mode in the middle? Is it so hard to have the story in sections? Seems like this group of brain rot thinks that it is that hard. 1 star then, keep it as a medal.",1,0.8459
2025-01-15 07:53:15,2025-01-15,"Powercreep is becoming a bigger problem for every new patch. There are basically no characters you can get that are guaranteed to be viable long-term. The game's great and all, but if you want to clear endgame (and there's a lot of endgame to play here), you'll need to pull for a lot of limited characters, and they might not even be as effective as before.",1,0.8705
2025-05-02 10:41:33,2025-05-02,"I used to absolutely adore the game and have it rated 5. However, the powercreep is absolutely insane. Unless you pull for the most recent characters, you cannot clear the endgame content. not only that, there are absolutely NO events and the patches are always so dry. Even the event that takes the entire patch (over 40 days) can be cleared in a couple of hours.",1,-0.4784
2023-07-02 00:20:53,2023-07-02,"Here's my take to HSR since day 1. The game has similar vibes with GI and HI3. The graphics is nice, characters and VA are topnotch, gameplay is smooth and lots of events and rewards. Powercreep is barely felt since you can clear most of the content using basic units. Downsides are after you clear all the quests there's nothing much to do. Lack of content. Farming good equipment with good stats is extremely difficult. You also need to build a lot of characters to be able to join MoC(Abyss).",3,0.9187
2025-07-15 03:02:37,2025-07-15,"The game doesn't work on a Chromebook. The screen is a pink and black mess that doesn't allow you to see anything. Either fix the issue, or just remove the game from Chromebook entirely.",1,-0.4881
2025-07-04 18:53:22,2025-07-04,"Since the honkai star rail 3.4 version update, I am having a lot of trouble playing the game. The game starts fine, then after a while the game turns off by itself. Phainon's banner release is causing more trouble than ever. Please hoyoverse fixed this problem.",1,-0.561
2025-06-09 03:48:32,2025-06-09,"This game was off to a great start, with abundant rewards, an interesting story (in belobog specifically), and pretty tame powercreep. This only lasted up until 2.0, however, with each month presenting a new, much stronger character that, if it was a support, you were forced to buy, if you wanted to keep up with the endgame content. The story went from simple but interesting to convoluted, confusing, only there to waste your time with its endless dialogue. I'd continue, but there's a size limit.",1,0.6908
2025-09-24 15:16:17,2025-09-24,"The rate of having 5 star char is ridiculous. I don't know whether I'm the only one who is unlucky but yeah, i rarely win the 50-50 rate and always pull like 80 to get a single 5 star char",1,0.0495
2025-07-14 06:53:58,2025-07-14,"This game unfortunately gets progressively worse with time, latest highly anticipated FATE collab is such a letdown it feels like a slap on the face considering available budget and time. The only redeeming quality of life is the newly added skip button, because this game no longer respects your time with its prolonged stories and takes ages until it gets good.",1,0.1531
2025-10-28 15:46:22,2025-10-28,"please just make the game playable so I can enjoy the pretty soundtrack and graphics, lol",1,0.8952
2025-09-06 07:47:21,2025-09-06,"If you actually play this, you'll notice something odd from Penacony onwards: every patch involves advertisements for current characters that you are forced to use, and then dialogue-advertisements for future characters. The actual game has little to no content, and the developers deliberately code the Auto-Battle so you lose.",1,-0.7783
2025-07-20 00:15:50,2025-07-20,"This game is absolutely amazing. The graphics, characters and story. The animations and the joy you feel when you do big damage or you defeated a hard boss on the first try. Definitely my favorite game of all time. And Castorice WILL be coming HOME. But why is the pity system so TERRIBLE.",1,-0.7221
2025-08-16 21:30:19,2025-08-16,first I couldn't play the main storyline because the lift bugged out so I opened a ticket and went to complete side quests. now I can't log into the game because it's in a loading loop for 30m and refuses to open. what is going on with this update?,1,-0.2584
2025-08-01 03:30:25,2025-08-01,"The developers' continue to worsen powercreep. The Amphoreus story is horrible and extremely long. They've added a skip option, which is fine, but they're doing it instead of improving the story.",1,0.1779
2023-07-29 06:11:26,2023-07-29,"I'm sure this is a great game on a PC. I've seen what its like, and I know that this game is incerdible. But on a chromebook, its a nightmare. When I start the game its just an all-pink screen, and if I'm lucky the download will start, but the app crashes at 99.9. My chrome should be prefectly capable of running this game so this shouldn't be a probelm. If you're putting something on Play Store, make it playable. This is supposed to be an easier, mobile way to play it, it's really not.",1,0.968
2025-07-06 17:17:38,2025-07-06,"i love This game so much!! back then. it was my peace away from genshin quests I was so happy when i got kafka! Then i took a 6 month break from this game, absolute FLOPPED, i can't even start with the powercrep On this game, usually i don't even mind that i was just there for Hot character design but it's a problem when hoyo is just releasing 5 stars completely forgetting about the 4 stars!! Also the game has increasingly became even more laggier, especially cutscenes now gameplay...",1,0.6529
2025-08-28 17:10:56,2025-08-28,"the game is really good, great story but the low star rating is due to the lack of new 4 star characters and the constant release of new 5 star characters who would be better off as a 4 star with how restricted some of its passives are. Now if you guys add ne 4 stars y'all can expect me go give this game a better star rating. Don't get me wrong I love this game but it's tiring to try and get every new Character and their support character, I want to continue playing this game",1,0.9629
2025-09-24 11:52:29,2025-09-24,"Nah, I liked the game at first, but it is getting bad as the game progresses. Now the global passive??? Wth, you somehow are forced to pull because of the benefit, this game is cooked. ?",1,-0.8559
2025-08-21 20:25:33,2025-08-21,ever since I've changed to the s25 Ultra game has been crashing whenever I need to react to certain NPC's. very disappointing. I've already tried clearing cache and even reinstalling edit: cause hoyo replied. I tried customer service before posting this review. their response was to get a better phone effectively :(,1,0.1298
2025-07-13 15:03:04,2025-07-13,"Hey devs, I really enjoy Honkai: Star Rail. I've maxed my Trailblaze level, and the Belobog arc was amazing immersive and engaging. But after that, the story feels slow and dull. There's too much focus on new character backstories instead of progressing the main plot. The excessive dialogue breaks immersion, making it hard to stay invested. Please bring back the gripping storytelling that made Belobog so memorable. I know this game can be amazing, and Im hoping for better updates soon.",1,0.9509
2025-09-27 04:03:17,2025-09-27,The powercreep in this Game is very bad. No matter what character it is they are basically guaranteed to become useless in a few months. As a day one player ive practically given up on this game.,1,-0.8275
2025-09-24 13:09:21,2025-09-24,When I try to merge my critters it closes the game. And it does it to other stuff too. I'm going to wait till it gets fixed or until i get a better phone.,5,0.4404
2025-07-15 12:21:00,2025-07-15,"Used to be good, now pay to win gameplay, and the story became extremely long and dull in Penacony arc. Doesn't warn you that you wont be able to even pause the game for 30 minutes straight.",1,0.6739
2025-07-23 09:36:09,2025-07-23,"Today, you totally lost a loyal player. I supported the game by paying highest jade, and yet I ALWAYS get hard pity and mostly lose 5050. :( That's it for me. I always stayed 5star and defended the global passive and all. But now it all make sense. Will change review to 1star and you gain new basher.",1,0.5335
2025-08-27 13:19:08,2025-08-27,"Issues have been resolved overall the game is great. I feel it's f2p friendly and the passes are nice for a little extra. If you are looking for a clean, somewhat mind provoking RPG, this is it.",5,0.9182
2025-08-21 17:25:10,2025-08-21,"could you please optimize your visual graphic on cutscenes.... the game just crash running on mid end phone....I couldn't afford to buy the new one just for playing through the cutscenes...I HOPE YOU READING THIS DEVS.. edit: nah, after reading your reply for these problems...you guys didn't give a f....have a great day....gonna stop playing this game r8 now...too laggy....",1,0.4835
2025-12-02 11:05:00,2025-12-02,the game is fun just absolutely hate currency war. ofc i only do it to get the damn fast farm tickets,1,-0.8204
2025-08-02 23:33:10,2025-08-02,"Bloated story with generic plot, the enjoyment you get from new units is not worth the time and money you spend on them. If you've lost 5050 more than 10 times on hard pity, that's the sign for you to quit the game.",1,-0.242
2025-12-05 16:16:20,2025-12-05,New cake racing was the worst event that I even play so wasted time and frustration.,1,-0.8725
2025-12-05 11:09:35,2025-12-05,always lose 5050 and hard pitty. 70-80 pulls. i almost completed standards character's edilons. tsk never agian spend this bitter game.,1,-0.7469
